emp_no,first_name,last_name,to_date
270532,Geoffry,Riexinger,1/1/99
270552,Venkatesan,Greibach,1/1/99
270564,Abdelaziz,Pearson,1/1/99
270585,Anneke,Glinert,1/1/99
270625,Rajmohan,Azevdeo,1/1/99
270630,Masaru,Lortz,1/1/99
270634,Akeel,Vakili,1/1/99
270649,Slavian,Baik,1/1/99
270651,Amstein,Passino,1/1/99
270662,Hausi,Copas,1/1/99
270695,Marit,Dahlbom,1/1/99
270698,Hongzhu,Lieblein,1/1/99
270702,Hailing,Birrer,1/1/99
270704,Rosella,Leivant,1/1/99
270718,Berhard,Birta,1/1/99
270721,Margo,Luby,1/1/99
270732,Ghassan,Itzigehl,1/1/99
270735,Yucai,Beausoleil,1/1/99
270737,Xinyu,Marsiglia,1/1/99
270765,Stafford,Flanders,1/1/99
270768,Tuval,Smeets,1/1/99
270773,Matt,Himler,1/1/99
270783,Aamod,Vilarrasa,1/1/99
270784,Piyush,Docker,1/1/99
270785,Yurii,Zaiane,1/1/99
270795,Domenico,Diderrich,1/1/99
270810,Gonzalo,Braccini,1/1/99
270820,Nahid,Pettis,1/1/99
270822,Kwun,Rodier,1/1/99
270838,Yurij,Jiang,1/1/99
270842,Masasuke,Birke,1/1/99
270874,Vitaly,Terlouw,1/1/99
270877,Sariel,Iwayama,1/1/99
270885,Yuuichi,Veldwijk,1/1/99
270888,Dannz,Rodham,1/1/99
270890,Basant,Ohori,1/1/99
270898,Arno,Tanemo,1/1/99
270915,Constantino,Taubenfeld,1/1/99
270919,JiYoung,Zweizig,1/1/99
270922,Aram,Rouquie,1/1/99
270951,Mario,Hasham,1/1/99
270957,Foong,Oskamp,1/1/99
270959,Odysseas,Danley,1/1/99
270966,Hongzue,Heering,1/1/99
270970,Jaroslava,Picaronny,1/1/99
270973,Malu,Kalloufi,1/1/99
270983,Shen,Einsfeld,1/1/99
270993,Irena,Heusch,1/1/99
271008,Masaru,Plotkin,1/1/99
271013,Ipke,Bage,1/1/99
271016,Mihalis,Morton,1/1/99
271033,Anyuan,Sidou,1/1/99
271039,Cedric,Colorni,1/1/99
271040,Chirstian,Sidou,1/1/99
271050,Takushi,Koblick,1/1/99
271053,Bernd,Baby,1/1/99
271063,Ramzi,Morrow,1/1/99
271068,Nahla,Angel,1/1/99
271077,Kannan,Stille,1/1/99
271103,Berry,Shigei,1/1/99
271109,Vincent,Bednarek,1/1/99
271124,Shooichi,Jarecki,1/1/99
271135,Chinho,Brattka,1/1/99
271143,Mizuhito,Farris,1/1/99
271145,Stella,Shackel,1/1/99
271148,Adel,Czaja,1/1/99
271172,Chandrasekaran,Heijenga,1/1/99
271179,Jaewoo,Murrill,1/1/99
271186,Frederique,Engberts,1/1/99
271189,Eirik,Plump,1/1/99
271199,Tzvetan,Karner,1/1/99
271201,Franziska,Lagarias,1/1/99
271203,Karoline,Poupard,1/1/99
271210,Lokesh,VanScheik,1/1/99
271232,Ingmar,Demian,1/1/99
271234,Naftali,Gluchowski,1/1/99
271255,Shahid,Kusakabe,1/1/99
271271,Yurii,Seghrouchni,1/1/99
271272,Willard,Matheson,1/1/99
271282,Kamran,Siochi,1/1/99
271284,Jackson,Barvinok,1/1/99
271300,Gilbert,Curless,1/1/99
271305,Lena,Zolotykh,1/1/99
271307,Shaowei,Pietrzykowski,1/1/99
271311,Christ,Gargeya,1/1/99
271330,Phillip,Werthner,1/1/99
271344,Eckart,Rodiger,1/1/99
271368,Narain,Tramer,1/1/99
271380,LiMin,Dahlbom,1/1/99
271383,Nishit,Syang,1/1/99
271384,Kwangho,Peron,1/1/99
271403,Baocai,Kuzuoka,1/1/99
271421,Nectarios,Litvinov,1/1/99
271429,Mostafa,Gustavson,1/1/99
271436,Fei,Cummings,1/1/99
271451,Bluma,Leijenhorst,1/1/99
271453,Shalesh,Gadepally,1/1/99
271477,Naftali,Whittlesey,1/1/99
271480,Arumugam,Cooley,1/1/99
271491,Fen,Snedden,1/1/99
271493,Ulises,Jullig,1/1/99
271495,Lena,Falco,1/1/99
271497,Salvador,Bojadziev,1/1/99
271504,Olivera,Clemencon,1/1/99
271536,Luisa,Henders,1/1/99
271537,Gio,Tiemann,1/1/99
271539,Yakkov,Rosca,1/1/99
271541,Vidya,Cronau,1/1/99
271545,Temple,Negoita,1/1/99
271549,Bartek,Schauser,1/1/99
271550,Mats,Menhardt,1/1/99
271560,Mohan,Papastamatiou,1/1/99
271565,Sugwoo,Juneja,1/1/99
271575,Karoline,Tsunoo,1/1/99
271576,Kirk,Marquardt,1/1/99
271579,Mechthild,Luan,1/1/99
271594,Marjo,Jonsson,1/1/99
271602,Troy,Baak,1/1/99
271603,Szabolcs,Carrere,1/1/99
271604,Phillip,Bael,1/1/99
271605,Demin,Yemenis,1/1/99
271607,Augustine,Pezzoli,1/1/99
271611,Vitaly,Raczkowsky,1/1/99
271631,Ravishankar,Litecky,1/1/99
271638,Jungsoon,Plavsic,1/1/99
271644,Pranav,Peroz,1/1/99
271648,Jungsoon,Unno,1/1/99
271679,Shaz,Ladret,1/1/99
271703,Debatosh,Flowers,1/1/99
271704,Vivian,Gente,1/1/99
271710,Leszek,Ossenbruggen,1/1/99
271727,Dmitri,Nourani,1/1/99
271752,Yuguang,Lipner,1/1/99
271754,Kenroku,Gente,1/1/99
271760,Tzu,Yavatkar,1/1/99
271763,Alois,Furedi,1/1/99
271793,Kenroku,Brendel,1/1/99
271801,IEEE,Bernardeschi,1/1/99
271803,Tru,Dichev,1/1/99
271828,Kamakshi,Braunmuhl,1/1/99
271837,Narain,Szmurlo,1/1/99
271847,Valdiodio,Takanami,1/1/99
271873,Piyush,Jiafu,1/1/99
271888,Dekang,Gide,1/1/99
271891,Karlis,Ouhyoung,1/1/99
271915,Zhenbing,Anandan,1/1/99
271918,Giri,Cronau,1/1/99
271922,Val,Kalefeld,1/1/99
271933,Arnould,Ducloy,1/1/99
271942,Uta,Borstler,1/1/99
271962,Stamatina,Ranft,1/1/99
271969,Ranan,Heystek,1/1/99
271973,Mototsugu,Iwayama,1/1/99
271976,Mary,Kuhnemann,1/1/99
271980,Shigenori,Angel,1/1/99
271991,Kwangjo,Michaels,1/1/99
272009,Deborah,Woycyznski,1/1/99
272021,Baoqiu,Asrin,1/1/99
272028,Laurentiu,Curless,1/1/99
272032,Ronghao,Zschoche,1/1/99
272085,Arie,Swen,1/1/99
272089,Reuven,Makrucki,1/1/99
272093,Boalin,Alpin,1/1/99
272094,Uli,Mamelak,1/1/99
272096,Geoffrey,Veevers,1/1/99
272104,Paris,Koshino,1/1/99
272109,Kellyn,Famili,1/1/99
272118,Shigehiro,Ertl,1/1/99
272119,Akhilish,Businaro,1/1/99
272123,Sibyl,Warwick,1/1/99
272125,Ranan,Demir,1/1/99
272146,Tommaso,Tramer,1/1/99
272162,Kwangyoen,Ouhyoung,1/1/99
272188,Vasilii,Luck,1/1/99
272197,Wilmer,Meriste,1/1/99
272203,Somnath,Pardalos,1/1/99
272214,Yurij,Alpin,1/1/99
272225,Martijn,Millington,1/1/99
272230,Kwangsub,Peternell,1/1/99
272239,Weiwu,Falster,1/1/99
272251,Larisa,Grospietsch,1/1/99
272252,Gay,Murillo,1/1/99
272254,Danel,Lambe,1/1/99
272259,Yongqiao,Lorcy,1/1/99
272269,Jaewoo,Zhang,1/1/99
272272,Ziva,Fontet,1/1/99
272281,Abdelkader,Fairtlough,1/1/99
272296,Duro,Bennet,1/1/99
272309,Tadahiro,Waeselynck,1/1/99
272317,Zhiguo,Luga,1/1/99
272322,Shrikanth,DuCasse,1/1/99
272324,Toshiko,Feinberg,1/1/99
272344,Mamdouh,Vesna,1/1/99
272349,Slavian,Standera,1/1/99
272353,Kauko,Rajala,1/1/99
272355,Ger,Setia,1/1/99
272378,Kamakshi,Ranta,1/1/99
272395,Chenyi,Kamble,1/1/99
272406,Ger,Zucker,1/1/99
272409,Tomoyuki,Sudbeck,1/1/99
272418,Golgen,Versino,1/1/99
272419,Masanao,Kuhnemann,1/1/99
272434,Shugo,Ishibashi,1/1/99
272438,Tonia,Litecky,1/1/99
272446,Yonghong,Molenkamp,1/1/99
272448,Constantine,Pearson,1/1/99
272486,Anneke,Gide,1/1/99
272498,Mansur,Keohane,1/1/99
272516,Mansur,Socorro,1/1/99
272520,Shigehito,Gomatam,1/1/99
272538,Masoud,Hiroyama,1/1/99
272541,Arie,Bade,1/1/99
272543,Feiyu,Karunanithi,1/1/99
272544,Yefim,Malinowski,1/1/99
272545,Kasturi,Rando,1/1/99
272550,Katsuyuki,Cmelik,1/1/99
272552,Tetsurou,Azadmanesh,1/1/99
272566,Tonia,Kavraki,1/1/99
272577,Mark,Glinert,1/1/99
272615,Debatosh,Heyers,1/1/99
272625,Hitomi,Roccetti,1/1/99
272626,Sashi,Pena,1/1/99
272627,Naraig,Chvatal,1/1/99
272631,Jianhua,Liesche,1/1/99
272637,Remzi,Greibach,1/1/99
272648,Jungsoon,Belinskaya,1/1/99
272654,Piyush,Uehara,1/1/99
272657,Vincent,Rusmann,1/1/99
272670,Shigeichiro,Schmittgen,1/1/99
272676,Danny,Hebden,1/1/99
272683,Monique,Cyne,1/1/99
272685,Emdad,Trachtenberg,1/1/99
272691,Nectarios,Usery,1/1/99
272693,Shichao,Douceur,1/1/99
272699,Elrique,Uchoa,1/1/99
272704,Noritoshi,Laurillard,1/1/99
272708,Juyoung,Huhdanpaa,1/1/99
272712,Utpal,Heering,1/1/99
272720,Yuguang,Carrere,1/1/99
272726,Marsha,Eppinger,1/1/99
272727,Adam,Shiratori,1/1/99
272763,Heekeun,Zambonelli,1/1/99
272766,Bodh,Kilgore,1/1/99
272781,Kwan,Shinomoto,1/1/99
272786,Vesna,Loncour,1/1/99
272806,Tomokazu,Marrakchi,1/1/99
272816,Gita,Litvinov,1/1/99
272825,Kensyu,Bahl,1/1/99
272826,Odoardo,Ranze,1/1/99
272832,Nahid,Zizka,1/1/99
272833,Goo,Maierhofer,1/1/99
272848,Kazuhira,Silva,1/1/99
272855,Rosalyn,Ecklund,1/1/99
272861,Gonzalo,Angelopoulos,1/1/99
272863,Mang,Hockney,1/1/99
272873,Vitaly,Thibadeau,1/1/99
272876,Aamer,Standera,1/1/99
272887,Baziley,Acton,1/1/99
272895,Berna,Hertweck,1/1/99
272897,Gila,Erde,1/1/99
272902,Junsik,Shumilov,1/1/99
272903,Sergi,Mundy,1/1/99
272930,Sasan,Hoogerwoord,1/1/99
272943,Temple,Gewali,1/1/99
272945,Tran,Mayerwieser,1/1/99
272947,Kirk,Basawa,1/1/99
272958,Marc,Chepyzhov,1/1/99
272961,Prodip,Danner,1/1/99
272974,Waiman,Klerer,1/1/99
272976,Augustine,Hiraishi,1/1/99
272991,Heejo,Gerlach,1/1/99
272995,Yuping,Lampe,1/1/99
273003,Pantung,Rotem,1/1/99
273007,Yuqun,Ghemri,1/1/99
273013,Taisook,Rodiger,1/1/99
273015,Parviz,Blokdijk,1/1/99
273032,Jongsuk,Miyakawa,1/1/99
273037,Hongzue,Bernini,1/1/99
273060,Kitty,Riefers,1/1/99
273067,Matk,Barinka,1/1/99
273068,Arfst,Ramaiah,1/1/99
273083,Kazuhito,Vitiello,1/1/99
273092,Snehasis,Hoogerwoord,1/1/99
273108,Zhiguo,Murtafg,1/1/99
273129,Sumant,Whitcomb,1/1/99
273132,Dmitry,Munro,1/1/99
273136,Itzchak,Sidje,1/1/99
273138,Mizuhito,Rebaine,1/1/99
273157,Maik,Valtorta,1/1/99
273177,Shao,Eickenmeyer,1/1/99
273181,Etsuo,Isard,1/1/99
273201,Feipei,Molenkamp,1/1/99
273208,Uta,Delgrange,1/1/99
273213,Masako,Sommen,1/1/99
273225,Jeong,Zolotykh,1/1/99
273234,Moto,Pettis,1/1/99
273240,Cordelia,Brendel,1/1/99
273255,Neven,Haumacher,1/1/99
273276,Maya,Makrucki,1/1/99
273277,Renny,Douceur,1/1/99
273293,Koldo,Gornas,1/1/99
273298,Gennady,Claffy,1/1/99
273304,Conrado,Melichar,1/1/99
273306,Ziyad,Otillio,1/1/99
273318,Baoqiu,Marrakchi,1/1/99
273322,Jaana,Lagarias,1/1/99
273326,Aksel,Gulik,1/1/99
273329,Fumiyo,Scharstein,1/1/99
273333,Jungsoon,Luff,1/1/99
273344,Christ,Heiserman,1/1/99
273352,Sanjay,Molenkamp,1/1/99
273360,Kellie,Bade,1/1/99
273367,Shalesh,Munawer,1/1/99
273398,Masamitsu,Bolsens,1/1/99
273400,Berni,Hegner,1/1/99
273406,Hitofumi,Randt,1/1/99
273409,Nectarios,Camarinopoulos,1/1/99
273425,Martina,Bottner,1/1/99
273427,Arvind,Melski,1/1/99
273429,Abdulah,Lovengreen,1/1/99
273477,Shaowen,Validov,1/1/99
273497,Mantis,Birdsall,1/1/99
273532,Sivanarayana,Bonifati,1/1/99
273547,Mohammed,Melichar,1/1/99
273561,Susanne,McAffer,1/1/99
273563,Shaz,Ohori,1/1/99
273568,Mizuhito,Kilgore,1/1/99
273575,Neelam,Colorni,1/1/99
273593,Ranga,Tyugu,1/1/99
273596,Wuxu,Schwartzburd,1/1/99
273597,Takahira,Penttonen,1/1/99
273601,Anwar,Seiwald,1/1/99
273617,Theron,Nyanchama,1/1/99
273631,Richara,Perfilyeva,1/1/99
273638,Chikara,Farrar,1/1/99
273657,Jouko,Hashii,1/1/99
273658,Jaana,Lipner,1/1/99
273659,Toshimo,Smailagic,1/1/99
273663,Bartek,Ananiadou,1/1/99
273678,Gro,Cronau,1/1/99
273687,Bouchung,Beidas,1/1/99
273711,Kensyu,Rodier,1/1/99
273712,Mart,Miara,1/1/99
273718,Padma,Nitto,1/1/99
273721,Kazuhisa,Wegerle,1/1/99
273740,Youpyo,Cannata,1/1/99
273742,Rildo,Armand,1/1/99
273749,Youssef,Standera,1/1/99
273754,Kristin,Chartres,1/1/99
273762,Masoud,Schaap,1/1/99
273771,Sudhanshu,Perri,1/1/99
273773,Fan,Seuren,1/1/99
273778,Maik,Landherr,1/1/99
273783,Geoffrey,Vesna,1/1/99
273792,Berna,McClurg,1/1/99
273795,Jianhao,Lorho,1/1/99
273798,Katsuo,Gyimothy,1/1/99
273822,Mana,Roison,1/1/99
273823,Kolar,Salinas,1/1/99
273831,Kousuke,Farrar,1/1/99
273843,Arvin,Beetstra,1/1/99
273864,Isaac,Perelgut,1/1/99
273867,Arch,Leaver,1/1/99
273881,Stamatina,Klerer,1/1/99
273883,Sanjit,Rothe,1/1/99
273894,Shalesh,Giaccio,1/1/99
273900,Jianhui,Waleschkowski,1/1/99
273902,Mabhin,Feldmann,1/1/99
273918,Mario,Samarati,1/1/99
273925,Bilhanan,Cheshire,1/1/99
273931,Shahid,Zykh,1/1/99
273933,Sreenivas,Parfitt,1/1/99
273935,Heng,Gils,1/1/99
273942,Ayakannu,Boissier,1/1/99
273945,Aruna,Rijckaert,1/1/99
273952,Nahla,Braccini,1/1/99
273958,Jiafu,Klerer,1/1/99
273964,Nathan,Ratnaker,1/1/99
273972,Danae,Conta,1/1/99
273981,Gunilla,Bratsberg,1/1/99
273983,Manohar,Matzen,1/1/99
273987,Emran,Halloran,1/1/99
273995,Hilary,Litvinov,1/1/99
273997,Yechiam,Braunschweig,1/1/99
274011,Breannda,Mawatari,1/1/99
274044,Yuchang,Erni,1/1/99
274052,Monique,Hempstead,1/1/99
274066,Navin,Aloisi,1/1/99
274084,Bernice,Luon,1/1/99
274087,Mari,Olano,1/1/99
274090,Franziska,Peng,1/1/99
274099,Stevo,Perko,1/1/99
274106,Leon,Herber,1/1/99
274118,Kinh,Srimani,1/1/99
274119,Hugo,Narwekar,1/1/99
274168,Kensyu,Clouatre,1/1/99
274181,Yechezkel,Fortenbacher,1/1/99
274197,Geoffrey,Randi,1/1/99
274202,Guoxiang,Christ,1/1/99
274214,Tomoyuki,Conti,1/1/99
274220,Apostol,Karcich,1/1/99
274239,Juyoung,Borovoy,1/1/99
274251,Heon,Kadhim,1/1/99
274269,Macha,Nitto,1/1/99
274272,Persi,Conia,1/1/99
274278,Horward,Oberman,1/1/99
274282,Saeko,Bernatsky,1/1/99
274283,Takahira,Sherertz,1/1/99
274290,Tsuneo,Birke,1/1/99
274319,Sanjay,Gammage,1/1/99
274342,Mihalis,Baca,1/1/99
274346,Sadun,Plessier,1/1/99
274348,Cheong,Siksek,1/1/99
274349,Lubomir,Wilfing,1/1/99
274360,Shuzo,Oskamp,1/1/99
274364,Reuven,Kavraki,1/1/99
274371,Genki,Delaune,1/1/99
274372,Herbert,Atrawala,1/1/99
274390,Marsja,Salinas,1/1/99
274392,Matt,Schrooten,1/1/99
274397,Rimli,Wendorf,1/1/99
274413,Stamatina,Valtorta,1/1/99
274427,Guther,Akaboshi,1/1/99
274428,Lenore,Savasere,1/1/99
274436,Brewster,Zockler,1/1/99
274440,Mahmut,Valette,1/1/99
274441,Marla,Denis,1/1/99
274458,Arfst,Ghandeharizadeh,1/1/99
274459,Manu,Curless,1/1/99
274462,Mamdouh,Leonhardt,1/1/99
274463,Uli,Glowinski,1/1/99
274473,Rutger,Bhattacharjee,1/1/99
274478,Sugwoo,Paludetto,1/1/99
274489,Dhritiman,Gulak,1/1/99
274492,Malu,Zeilberger,1/1/99
274496,Danae,Boguraev,1/1/99
274508,Rosli,Vickson,1/1/99
274511,Stafford,Pews,1/1/99
274523,Mani,Cronin,1/1/99
274534,Freyja,McClurg,1/1/99
274543,Teruyuki,Marrakchi,1/1/99
274554,Sakthirel,Rattan,1/1/99
274560,Snehasis,Pusterhofer,1/1/99
274563,Masaki,Serre,1/1/99
274572,Barton,Restivo,1/1/99
274574,Chirstian,Bharadwaj,1/1/99
274585,Aleksandar,Itzfeldt,1/1/99
274603,Harjit,Erie,1/1/99
274612,Bodh,Masaki,1/1/99
274624,Fun,Serna,1/1/99
274625,Fatemeh,Assaf,1/1/99
274627,Ibibia,Cooke,1/1/99
274683,Elrique,Strooper,1/1/99
274704,Masanao,Rothe,1/1/99
274706,Xiaoqiu,Thimonier,1/1/99
274714,Marit,Kakkad,1/1/99
274716,Jungsoon,Legleitner,1/1/99
274729,Manibrata,Glinert,1/1/99
274735,Noritoshi,Haldar,1/1/99
274742,Sadok,Demos,1/1/99
274743,Irena,Driscoll,1/1/99
274746,Taegyun,Slutz,1/1/99
274749,Luisa,Danner,1/1/99
274757,Jiann,Pettis,1/1/99
274760,Goh,Prampolini,1/1/99
274761,Jianwen,Milicia,1/1/99
274772,Palash,Busillo,1/1/99
274785,Sandeepan,Krohn,1/1/99
274809,Taiji,Jayawardene,1/1/99
274817,Sastry,Hainaut,1/1/99
274833,Chikako,Krohm,1/1/99
274836,Almudena,Furudate,1/1/99
274842,Phillip,Dredge,1/1/99
274845,Satoru,Schaad,1/1/99
274856,Fayez,Weedman,1/1/99
274869,Nadjib,Bressoud,1/1/99
274872,Przemyslawa,Sessa,1/1/99
274875,Teruyuki,Erbe,1/1/99
274893,Sverrir,Kropatsch,1/1/99
274898,Qiwen,Deyuan,1/1/99
274903,Fusako,Crooks,1/1/99
274910,Parke,Braccini,1/1/99
274913,Dmitry,Ishibashi,1/1/99
274925,Sadun,Meriste,1/1/99
274932,Mikhail,Schmiedel,1/1/99
274935,Christoper,Cannane,1/1/99
274971,Alper,Kitsuregawa,1/1/99
274980,Sahrah,Slobodova,1/1/99
274983,Shahab,Gecsel,1/1/99
274984,Tesuya,Marshall,1/1/99
274985,Alagu,Emmerich,1/1/99
274991,Xinyu,Gide,1/1/99
274994,Tru,Casperson,1/1/99
274996,Abdelghani,Fioravanti,1/1/99
275001,Katsuo,Mitina,1/1/99
275002,Hercules,Yurek,1/1/99
275011,Leen,Wallrath,1/1/99
275022,Lansing,Yoshimura,1/1/99
275032,Horward,Rubsam,1/1/99
275042,Filipe,Gide,1/1/99
275048,Nidapan,Gniady,1/1/99
275070,Yongdong,Maccarone,1/1/99
275076,Foong,Barbanera,1/1/99
275083,Pranjal,Kopetz,1/1/99
275085,Utz,Beetstra,1/1/99
275106,Unal,Muhling,1/1/99
275110,Pradeep,McConalogue,1/1/99
275120,Jaideep,Aamodt,1/1/99
275126,Abdelkader,Dichev,1/1/99
275144,Taegyun,Varman,1/1/99
275150,Naftali,Pollacia,1/1/99
275181,Yuchang,Kriebel,1/1/99
275182,Poornachandra,Engberts,1/1/99
275189,Sachar,Katzenelson,1/1/99
275194,Doowon,Shobatake,1/1/99
275225,Mong,Luce,1/1/99
275239,Guther,Collette,1/1/99
275252,Candida,Murtagh,1/1/99
275257,Kasidit,Yavatkar,1/1/99
275281,Nadjib,Veevers,1/1/99
275283,Xiaopeng,Ozery,1/1/99
275285,Mana,Aingworth,1/1/99
275288,Sadegh,Sommen,1/1/99
275308,Samphel,Chinin,1/1/99
275313,Serge,Keustermans,1/1/99
275319,Mani,Vadhan,1/1/99
275337,Ortrud,Matzke,1/1/99
275347,Parke,Spinelli,1/1/99
275357,Ziya,Orsini,1/1/99
275372,Xuejia,Danecki,1/1/99
275386,Parke,Lortz,1/1/99
275403,Fei,Farrag,1/1/99
275410,Marin,Businaro,1/1/99
275421,King,Cooley,1/1/99
275431,Fumitake,Gomatam,1/1/99
275435,Fumiya,Gluchowski,1/1/99
275447,Denny,Begiun,1/1/99
275449,Ronghao,Lambe,1/1/99
275466,Danco,Puoti,1/1/99
275479,Georgi,Ratnakar,1/1/99
275504,Aluzio,Bahi,1/1/99
275531,Doohun,Macedo,1/1/99
275533,Takanari,Muhling,1/1/99
275534,Troy,Oxman,1/1/99
275549,LiMin,Usdin,1/1/99
275565,Frederique,Bail,1/1/99
275566,Maja,Birrer,1/1/99
275568,Uwe,Bottner,1/1/99
275570,Masaru,Streit,1/1/99
275581,Honglan,Azulay,1/1/99
275588,Xumin,Peak,1/1/99
275599,Toshimi,Cichocki,1/1/99
275603,Siddarth,Rehfuss,1/1/99
275606,Stamatina,Alpay,1/1/99
275620,Arunas,Yetim,1/1/99
275622,Ennio,Emiris,1/1/99
275639,Kasturi,Claffy,1/1/99
275641,Oldrich,Ulupinar,1/1/99
275675,Hitomi,Shanbhogue,1/1/99
275692,Arfst,Soloway,1/1/99
275700,Jacopo,Henseler,1/1/99
275703,Panayotis,Unni,1/1/99
275706,Arfst,Mandell,1/1/99
275707,Junsik,Skrikant,1/1/99
275710,Abdelwaheb,Hofmeyr,1/1/99
275712,Sverrir,Karnin,1/1/99
275719,Licheng,Nollmann,1/1/99
275720,Zeljko,Leuchs,1/1/99
275721,Shigeichiro,Farrar,1/1/99
275735,Chinya,Compeau,1/1/99
275739,Patricio,Snyers,1/1/99
275751,Pohua,Restivo,1/1/99
275754,Debatosh,Rosaz,1/1/99
275762,Hugh,Brlek,1/1/99
275767,Uinam,Varker,1/1/99
275775,Dung,Oppitz,1/1/99
275792,Martine,Camarinopoulos,1/1/99
275798,Anneke,Gente,1/1/99
275803,Jaroslava,Erdmenger,1/1/99
275811,Sailaja,McAlpine,1/1/99
275816,Rosalyn,Kavvadias,1/1/99
275828,Yifei,Terlouw,1/1/99
275847,Fay,Streng,1/1/99
275851,Panayotis,Glowinski,1/1/99
275854,Szabolcs,Kavraki,1/1/99
275865,Joydip,Fritzsche,1/1/99
275872,Sadun,Thummel,1/1/99
275873,Tuval,Haumacher,1/1/99
275880,Geraldo,Picaronny,1/1/99
275908,Bodo,Ratnaker,1/1/99
275928,Manu,Braunmuhl,1/1/99
275930,Nagui,Rosis,1/1/99
275932,Mantis,Millington,1/1/99
275955,Domenick,Menhoudj,1/1/99
275964,Dines,Shrader,1/1/99
275977,Ibibia,Wilfing,1/1/99
275980,Mostafa,Ponthieu,1/1/99
275991,Tzu,Staudhammer,1/1/99
276010,Khoa,Baig,1/1/99
276019,Abdulla,Erev,1/1/99
276044,Atreye,Whitcomb,1/1/99
276046,Sanjai,Hartvigsen,1/1/99
276053,TRUE,Lyonns,1/1/99
276054,Manohar,Gils,1/1/99
276056,Piyawadee,Frezza,1/1/99
276058,Shiv,Tchuente,1/1/99
276074,Niranjan,Penz,1/1/99
276079,Jessie,Brlek,1/1/99
276088,Uma,Zastre,1/1/99
276089,Achilleas,Goldhammer,1/1/99
276091,Szabolcs,Halevi,1/1/99
276114,Moni,Zuberek,1/1/99
276127,Hsiangchu,Broomell,1/1/99
276143,Vishv,Hedayat,1/1/99
276153,Kazuhito,Copas,1/1/99
276177,Augustine,Rettelbach,1/1/99
276178,Jacqueline,Gerlach,1/1/99
276179,Stein,Matteis,1/1/99
276228,Seongbin,Bierbaum,1/1/99
276240,Aamod,Kitsuregawa,1/1/99
276242,Nikolaus,Itzigehl,1/1/99
276244,Shigeichiro,Hofmeyr,1/1/99
276245,Kwee,Merks,1/1/99
276254,Saddek,Kalorkoti,1/1/99
276258,Ulf,Denis,1/1/99
276263,Sverrir,Braunmuhl,1/1/99
276268,Souichi,Cmelik,1/1/99
276272,Sverrir,Aloisi,1/1/99
276273,Anyuan,Kushnir,1/1/99
276289,Yuchang,Gilg,1/1/99
276293,Munehiko,Covnot,1/1/99
276294,Indrajit,Gecsei,1/1/99
276299,Frazer,Bierman,1/1/99
276314,Evgueni,Demke,1/1/99
276318,Rosella,Neiman,1/1/99
276327,Lijie,Kadhim,1/1/99
276344,Mana,Vieri,1/1/99
276359,Honesty,Soicher,1/1/99
276360,Berry,Gerlach,1/1/99
276371,Khaled,Rubsam,1/1/99
276378,Wanqing,Luiz,1/1/99
276381,Genki,Kirkerud,1/1/99
276403,Maria,Yurek,1/1/99
276409,Mingsen,Cools,1/1/99
276413,Kwangho,Mellouli,1/1/99
276426,Christophe,Narahari,1/1/99
276433,Dante,Morton,1/1/99
276451,Xiaoqiu,Riefers,1/1/99
276455,Remko,Awdeh,1/1/99
276458,Christfried,Litvinov,1/1/99
276464,Guiseppe,Luks,1/1/99
276468,Rosalie,DuCasse,1/1/99
276475,Susanne,Passino,1/1/99
276476,Susuma,Kropf,1/1/99
276484,Limsoon,Flasterstein,1/1/99
276486,Yannis,Rosen,1/1/99
276494,Xiaopeng,Ermel,1/1/99
276502,Indrajit,Segond,1/1/99
276503,Tesuro,Schrooten,1/1/99
276515,Hercules,Granlund,1/1/99
276517,Kitty,Matzke,1/1/99
276531,Michaela,Litvinov,1/1/99
276541,Pranav,Krohm,1/1/99
276543,Georg,Vanwelkenhuysen,1/1/99
276576,Guadalupe,McClurg,1/1/99
276578,Sibyl,Luff,1/1/99
276584,Toshiki,Shobatake,1/1/99
276626,Baruch,Aseltine,1/1/99
276627,Dzung,Tempesti,1/1/99
276633,Shin,Birdsall,1/1/99
276648,Mokhtar,Tetzlaff,1/1/99
276650,Itzchak,Yeung,1/1/99
276657,Reinhold,Wrigley,1/1/99
276670,Vasilis,Hegner,1/1/99
276683,Jingling,Shackel,1/1/99
276685,Pradeep,Piveteau,1/1/99
276686,Reinhold,Solares,1/1/99
276694,Ymte,Emmerich,1/1/99
276695,Katsuyuki,Menhoudj,1/1/99
276705,Kristinn,Walston,1/1/99
276720,Guadalupe,Solovay,1/1/99
276733,Sungwon,Schonegge,1/1/99
276739,Nevio,Birta,1/1/99
276741,Ramya,Colorni,1/1/99
276749,Barna,Farrar,1/1/99
276764,Xiaoheng,Emmart,1/1/99
276771,Tremaine,Moehrke,1/1/99
276774,Bader,Barriga,1/1/99
276781,Atreye,Merle,1/1/99
276786,Arvind,Domenig,1/1/99
276800,Honglan,Remmele,1/1/99
276824,Zsolt,Setia,1/1/99
276831,Kwangyoen,Olivero,1/1/99
276837,Gina,Farrag,1/1/99
276844,Elzbieta,Peltason,1/1/99
276847,Salvador,Massonet,1/1/99
276854,Kamran,Rattan,1/1/99
276876,Anoosh,Quittner,1/1/99
276879,Matt,Leppanen,1/1/99
276880,Ramalingam,Kobuchi,1/1/99
276898,Cristinel,Chaudhury,1/1/99
